r,g,b
191,190,152
174,172,124
200,198,163
54,21,232
194,192,152
165,162,111
55,56,22
174,175,131
46,97,160
54,96,139
4,0,1
28,72,65
20,16,222
80,86,39
72,71,27
49,47,12
0,137,105
32,33,7
89,165,134
111,150,219
199,198,160
187,178,134
0,131,1
147,170,218
22,64,47
150,188,252
80,89,46
195,194,156
152,155,106
162,160,112
139,94,3
102,95,156
101,100,42
113,114,110
110,144,255
77,80,30
67,68,28
197,196,162
1,1,1
107,147,219
99,141,216
168,166,118
51,52,18
105,154,224
133,176,225
185,155,136
114,113,55
28,29,20
198,198,158
98,91,152
136,162,229
41,39,182
74,255,255
210,216,215
64,60,41
2,0,0
41,82,121
149,190,252
57,59,23
33,32,6
141,140,84
151,188,232
179,176,132
191,194,168
129,133,92
31,31,7
199,197,163
147,167,232
52,56,21
84,90,131
161,164,125
177,176,132
76,79,30
31,21,127
42,95,145
85,52,213
195,194,156
80,80,32
149,171,219
55,165,77
132,131,135
3,184,2
197,196,162
182,183,144
128,129,89
97,103,156
197,92,113
157,96,218
143,160,223
198,196,156
141,140,82
163,161,113
77,21,34
142,99,196
59,32,196
48,47,37
26,30,19
37,35,0
52,53,19
175,177,165
181,178,134
67,69,27
154,158,117
143,141,87
174,183,140
173,169,120
64,100,154
255,0,128
173,171,136
198,198,158
182,179,135
196,208,250
199,197,163
160,163,124
146,91,214
138,143,92
4,1,3
95,138,217
167,163,114
180,177,132
136,166,231
52,53,19
168,169,119
177,173,132
52,53,19
199,197,162
37,41,22
195,193,159
180,177,132
70,120,178
183,180,135
173,172,122
117,131,189
152,176,218
248,250,250
60,64,23
180,178,137
8,7,3
147,188,251
154,160,119
69,79,119
180,177,132
184,186,150
31,32,6
53,24,241
172,171,121
125,126,82
255,255,249
161,164,125
60,121,183
111,115,63
138,142,93
179,176,131
40,87,149
74,76,34
172,167,142
69,69,23
15,14,0
174,171,127
196,196,160
42,43,33
172,186,239
61,120,182
199,197,162
155,190,223
171,170,119
100,188,225
98,27,17
185,184,140
142,139,88
164,160,112
56,107,157
191,178,122
71,72,28
163,163,115
199,199,159
140,139,89
55,60,21
134,156,221
0,0,0
169,180,148
201,200,162
185,202,253
167,163,115
116,158,225
171,170,120
74,71,57
163,162,112
169,143,126
157,155,175
199,197,162
42,66,124
192,191,153
119,154,220
168,166,118
19,9,2
209,165,52
33,34,2
199,197,162
108,107,49
52,88,136
55,53,18
158,195,255
32,33,23
164,163,113
55,56,22
180,177,133
166,163,112
55,55,55
243,206,172
96,143,217
115,153,211
181,181,135
240,234,215
58,115,177
180,179,129
168,168,120
17,18,8
33,210,225
15,12,0
185,183,135
183,184,140
6,0,5
62,66,25
190,189,151
159,157,103
54,55,15
197,197,157
64,123,195
136,139,90
68,157,124
121,166,217
199,198,160
107,148,211
75,78,29
93,88,149
47,35,111
55,59,24
160,161,117
196,195,157
55,56,22
45,45,31
54,55,29
126,172,219
180,175,130
168,184,231
106,227,247
155,158,119
200,199,161
39,41,5
237,197,162
201,200,162
172,171,121
138,180,245
181,181,133
144,182,246
87,87,39
143,162,119
178,175,131
169,179,233
165,163,115
96,77,62
147,184,252
19,14,15
63,63,23
166,166,118
136,138,92
175,175,121
18,9,190
201,199,164
108,229,249
34,33,5
237,197,162
200,198,163
58,103,154
135,138,93
122,121,71
198,198,158
167,180,226
133,167,220
180,177,133
92,127,191
150,147,96
115,112,97
59,59,59
164,162,114
201,199,164
182,179,135
68,69,25
170,168,120
28,24,6
91,86,147
178,175,131
163,161,113
53,57,22
32,36,31
98,104,157
89,66,242
197,197,157
183,179,150
162,157,154
200,198,163
159,163,122
184,184,138
0,255,255
192,191,153
155,158,113
3,1,0
198,211,255
183,179,138
127,172,239
68,70,51
200,198,163
56,121,182
133,136,87
14,12,2
167,164,119
176,175,131
197,196,158
104,100,75
31,32,6
33,34,8
113,215,210
140,173,222
17,7,0
176,176,130
136,178,223
82,91,129
54,107,170
22,16,3
58,98,150
199,197,163
47,58,20
118,119,69
197,198,164
51,168,89
0,15,134
136,148,154
138,138,92
52,54,18
171,166,127
80,80,32
178,177,133
129,158,227
193,208,254
115,161,209
105,149,220
126,132,85
176,176,130
200,198,157
120,147,221
245,124,80
0,0,0
178,175,131
200,157,64
47,117,255
31,32,6
121,162,225
155,159,107
172,171,121
71,54,217
33,34,32
138,132,95
100,149,223
178,178,132
165,161,112
57,113,172
189,174,125
180,179,135
145,143,89
81,117,193
138,140,88
166,175,125
70,132,202
150,151,101
62,131,201
196,197,155
159,160,128
127,134,189
55,53,18
195,194,156
144,147,102
201,211,251
179,177,129
152,171,232
129,126,71
7,5,0
176,173,128
2,0,0
203,200,162
64,64,50
197,197,157
55,56,22
176,176,130
177,175,127
121,120,62
9,10,8
226,208,201
181,173,126
149,173,233
53,54,12
138,140,88
138,169,224
60,77,134
172,172,124
196,197,155
133,138,99
180,178,130
140,140,86
157,161,126
104,150,204
173,173,127
182,179,135
82,32,9
116,165,227
183,180,136
173,173,133
172,170,122
55,57,21
129,130,128
178,175,124
199,197,162
197,195,161
149,147,93
175,173,125
0,0,1
125,159,225
130,169,221
124,123,63
171,169,121
145,146,106
94,81,55
57,58,18
168,184,231
164,160,112
180,177,132
53,57,22
181,181,135
83,83,37
87,213,191
192,192,152
249,248,255
119,122,177
56,103,157
92,91,40
125,158,227
51,112,168
58,120,184
10,10,4
138,141,86
151,189,253
181,179,138
17,198,248
137,140,91
47,27,9
53,57,22
203,210,253
69,45,205
58,64,23
181,179,138
114,51,137
67,69,23
42,96,156
183,180,135
157,171,224
151,155,114
149,152,103
65,67,21
95,154,226
171,169,121
134,166,219
179,177,129
179,177,129
47,24,222
176,68,81
48,56,19
54,55,21
173,171,123
173,172,122
198,196,162
19,17,0
80,89,127
160,161,121
174,175,131
62,125,199
200,198,163
255,255,128
89,126,194
193,194,160
105,107,61
182,179,134
78,87,37
128,170,215
57,58,19
123,160,218
202,106,117
78,86,126
181,181,141
130,129,71
0,191,1
50,52,16
168,167,117
56,61,22
172,166,129
7,12,3
39,35,7
29,86,61
160,164,129
48,71,127
157,158,114
53,49,20
52,53,14
105,147,214
157,162,123
148,183,247
182,179,134
152,153,103
34,31,26
174,188,240
201,199,205
163,169,246
55,56,40
199,181,174
8,15,8
207,215,255
198,198,158
99,98,48
59,37,179
151,154,109
25,29,17
39,18,151
135,183,111
36,1,142
108,150,217
87,137,213
142,179,253
39,39,9
5,2,0
156,159,120
255,255,128
57,57,57
199,197,162
50,51,31
161,178,229
142,182,247
186,185,141
137,139,103
179,177,129
140,136,87
83,98,147
174,174,128
165,166,116
48,98,156
174,173,123
140,139,88
77,90,58
176,174,126
176,99,160
162,179,222
94,92,61
120,0,121
137,140,101
167,163,115
177,175,127
130,133,94
151,154,105
64,67,21
171,170,126
32,33,7
87,93,134
99,144,225
130,133,94
138,164,234
170,188,235
102,141,209
232,219,211
200,198,163
177,174,129
118,117,59
75,182,233
172,171,121
69,84,123
71,129,188
58,60,24
141,181,246
44,75,126
161,174,226
5,5,0
130,130,130
109,110,54
176,175,131
152,194,253
4,187,0
161,195,254
165,179,227
199,198,160
192,192,152
47,39,193
178,175,131
199,210,254
55,60,21
176,175,131
149,166,229
181,181,133
170,169,118
80,121,194
138,139,89
15,6,187
126,159,215
35,34,6
132,136,101
132,133,189
255,255,255
58,54,13
176,174,133
98,136,194
107,106,50
150,153,107
236,241,244
172,170,122
14,12,1
200,198,163
143,143,83
173,170,125
255,255,255
30,213,253
11,10,0
183,180,136
150,167,216
133,136,90
162,187,237
174,187,239
162,160,112
63,64,20
121,116,148
32,33,7
58,59,20
173,172,122
66,67,27
180,180,132
97,97,57
158,162,126
85,179,238
49,102,152
133,135,189
139,140,90
74,58,229
103,101,47
182,179,135
174,175,131
50,55,24
169,188,226
249,253,254
156,160,119
169,169,121
199,197,163
139,140,90
174,173,122
105,145,198
179,177,129
53,54,14
130,171,226
196,207,251
26,12,0
5,1,6
177,177,123
196,196,156
152,172,23
125,92,196
159,171,119
234,108,90
172,171,121
6,6,0
205,204,170
179,178,134
19,17,0
157,194,255
41,98,149
201,200,162
163,162,112
131,167,215
129,129,129
172,165,138
147,168,229
230,215,206
139,139,85
0,252,244
6,7,11
112,150,208
155,195,254
185,179,136
180,179,135
84,184,239
164,163,112
188,205,254
96,100,153
13,136,16
75,78,29
58,59,19
173,171,123
19,20,10
96,142,219
52,109,171
169,170,120
48,102,157
198,198,158
182,183,141
243,232,228
162,183,245
183,181,133
36,39,7
146,189,252
158,162,127
34,34,10
41,95,150
64,69,24
57,58,18
6,5,1
57,58,18
36,37,5
200,198,163
202,201,175
89,145,227
232,216,80
43,100,152
104,156,226
197,197,157
193,211,255
143,145,93
255,255,128
16,14,3
53,57,22
56,117,181
55,56,24
88,137,213
36,67,46
6,5,1
56,57,17
201,200,162
136,139,90
181,178,133
192,192,152
0,0,255
45,100,255
167,163,114
46,90,137
156,160,125
172,161,111
157,159,123
161,165,130
62,62,22
129,132,187
17,14,0
182,179,135
242,242,248
159,158,102
197,195,160
76,72,37
206,204,174
125,128,183
141,165,231
157,157,109
3,0,4
133,163,228
117,152,218
5,7,0
191,189,158
230,211,206
51,93,140
49,49,49
47,112,96
122,121,123
71,73,31
157,109,45
177,175,127
71,40,249
100,147,221
136,136,90
171,171,125
1,137,255
149,164,226
198,195,164
28,24,5
68,68,22
182,179,135
159,160,116
174,174,128
198,197,159
118,118,64
240,231,227
132,172,224
147,146,214
38,36,35
54,55,21
184,182,134
159,185,232
50,101,151
91,164,94
179,197,238
146,148,96
106,121,231
132,159,226
120,119,63
54,30,216
19,16,2
147,148,98
202,201,163
81,79,39
172,173,129
197,197,157
180,177,132
190,188,147
175,173,138
104,104,56
106,92,110
251,253,187
0,0,1
89,87,33
142,144,92
167,165,117
0,0,0
184,175,141
154,167,235
245,203,196
149,150,100
217,229,235
8,167,255
166,169,123
165,165,117
228,158,91
202,212,252
185,185,145
117,146,220
199,197,163
171,170,119
179,177,143
198,198,158
191,191,151
134,159,223
56,42,250
172,168,119
147,184,234
173,182,132
54,48,237
165,164,114
181,178,134
147,148,122
159,163,127
172,132,67
133,131,83
36,36,154
164,163,113
111,110,82
109,230,250
52,49,242
176,174,126
195,193,152
138,141,92
184,183,139
96,143,217
135,136,92
165,164,114
14,13,0
169,170,120
7,177,201
60,89,56
63,44,225
90,8,0
193,190,146
137,143,86
98,144,221
59,24,235
185,186,144
4,2,1
173,187,240
158,161,122
52,53,19
92,10,0
192,193,151
79,90,34
190,189,145
148,163,226
177,178,136
72,119,51
167,184,240
72,75,30
97,145,227
73,73,33
180,177,132
158,162,127
27,58,37
33,34,8
144,162,19
42,45,29
173,174,134
62,66,25
119,157,215
62,63,21
117,144,171
143,144,104
150,149,93
50,52,16
200,195,164
105,107,65
227,208,201
99,147,225
143,84,74
66,85,136
160,158,104
194,193,155
52,54,12
157,161,125
197,91,104
3,0,2
209,217,255
201,199,164
7,6,2
75,51,207
109,148,203
16,14,0
184,185,146
168,166,112
98,150,221
181,179,138
151,152,102
58,59,25
89,64,246
164,163,113
85,81,57
73,75,29
184,183,139
163,162,128
170,171,132
180,176,117
158,195,255
219,207,201
195,208,210
147,158,218
181,178,134
68,96,150
138,138,138
175,172,127
171,167,119
182,178,137
108,210,205
144,138,93
140,143,94
124,122,81
205,203,169
122,157,107
164,163,113
36,37,5
178,175,131
74,77,32
174,173,123
80,89,127
93,145,221
90,27,13
175,172,127
162,163,121
106,211,238
40,87,131
178,177,127
182,179,134
170,171,131
20,17,0
54,54,8
128,255,255
200,198,163
165,164,114
175,173,125
53,56,24
131,141,95
171,170,120
198,196,162
3,3,3
64,114,172
199,197,162
164,162,114
137,179,226
105,143,208
195,194,150
90,87,36
149,170,231
60,95,145
164,162,114
53,56,24
174,78,148
181,177,129
140,139,83
174,174,128
123,91,20
133,136,87
192,189,145
149,151,99
185,185,145
0,21,153
181,194,238
109,111,75
117,121,86
178,194,237
54,55,21
129,133,92
49,109,255
180,181,139
172,168,120
145,147,95
130,127,72
9,147,53
56,58,22
79,51,210
167,166,116
108,229,248
78,81,32
9,6,2
25,28,12
191,190,146
235,217,80
184,182,141
143,130,146
68,161,70
203,198,165
53,57,22
115,163,229
69,71,25
147,183,223
155,159,118
170,169,119
192,188,147
0,0,191
251,253,254
186,186,146
129,168,220
128,130,184
190,188,147
149,150,134
168,182,235
16,13,0
79,114,182
109,212,207
240,247,255
46,86,134
167,181,234
116,118,59
165,161,126
1,184,4
136,135,137
143,142,86
98,136,194
136,139,90
3,5,6
32,83,145
57,104,172
43,49,26
171,167,119
255,255,255
162,161,111
136,140,98
202,201,167
157,158,118
138,140,111
53,106,163
142,145,96
127,131,90
178,175,131
191,190,152
48,94,72
0,129,0
79,88,126
125,127,181
13,12,2
165,164,114
143,145,93
94,128,194
159,162,123
36,0,144
153,186,225
171,170,120
58,114,173
133,136,91
172,168,120
255,244,244
95,140,221
39,34,9
35,37,25
82,177,233
47,48,14
57,60,21
147,193,247
193,193,153
230,85,64
195,193,152
116,160,224
169,168,118
6,16,158
53,55,19
14,14,8
226,111,108
131,163,228
187,186,166
55,53,19
164,162,114
196,213,210
127,129,87
185,177,137
171,169,121
144,143,85
114,150,214
159,157,109
159,178,223
178,178,130
54,54,30
169,177,130
64,130,201
100,203,198
78,50,203
56,58,22
0,128,0
186,185,141
51,53,17
26,48,23
110,114,167
46,29,222
0,2,0
154,153,109
98,200,195
197,195,164
198,197,159
14,15,6
79,83,34
184,174,134
163,165,119
174,174,120
0,95,235
36,37,35
71,128,190
129,130,88
136,175,227
173,171,123
121,120,62
152,152,106
199,197,162
61,62,23
179,177,129
150,170,21
204,203,169
238,227,223
205,204,170
246,251,250
198,198,158
97,150,223
137,137,137
87,87,51
104,106,116
164,162,114
165,163,115
165,166,127
182,179,134
15,6,187
183,180,135
165,165,117
60,60,60
0,255,255
137,136,85
111,56,71
139,143,94
149,193,254
198,198,158
6,6,0
154,156,120
20,17,0
56,60,24
129,0,127
193,191,156
179,176,121
170,189,226
153,154,104
66,121,182
113,155,208
198,198,158
130,133,88
159,163,122
180,177,132
105,109,162
179,176,132
55,56,17
177,174,129
54,55,21
181,181,133
172,171,120
61,114,171
127,133,86
45,106,168
132,132,132
106,158,225
122,133,141
73,76,37
152,193,255
170,169,118
82,118,188
205,204,170
142,29,139
4,8,3
162,160,106
86,84,30
44,88,135
198,198,158
225,197,227
164,163,113
181,179,131
70,105,171
171,169,121
64,65,31
51,53,17
201,200,162
13,32,17
158,159,127
41,44,29
15,11,6
102,104,62
178,175,131
138,139,89
161,102,163
171,170,120
141,179,244
181,181,133
172,169,124
13,13,7
171,170,119
148,151,102
143,164,226
52,53,19
138,140,88
138,138,90
175,173,125
128,131,82
186,180,135
52,58,17
140,149,206
179,176,132
105,207,202
171,170,120
138,139,105
201,199,164
128,130,184
120,121,71
18,76,52
173,174,130
150,144,199
182,179,134
86,54,213
33,88,69
194,192,161
110,162,228
114,120,173
50,50,14
181,182,140
139,180,225
174,172,124
75,77,31
150,161,221
88,91,36
39,40,31
198,198,158
2,0,0
15,14,0
106,92,103
51,89,137
200,198,163
152,190,254
120,157,215
175,174,130
164,168,133
171,174,135
60,85,219
190,190,150
88,84,35
113,112,54
255,250,173
198,198,158
66,106,158
94,31,17
45,86,58
100,136,206
202,185,176
142,182,247
56,58,22
222,206,193
96,140,217
164,160,112
112,146,206
187,185,144
126,155,224
135,137,95
50,88,136
179,176,131
179,175,126
173,169,120
111,150,219
125,128,183
2,0,0
237,241,242
159,162,123
162,166,131
67,121,184
83,83,29
138,138,192
163,179,232
172,172,126
179,180,138
159,157,103
184,185,141
181,179,131
201,208,255
77,182,239
163,166,134
111,154,211
61,63,21
98,145,226
199,197,162
199,199,159
29,32,30
130,120,203
178,176,128
55,56,22
74,80,33
54,117,108
178,175,131
129,155,202
88,135,217
60,64,23
157,173,125
127,129,87
123,156,219
98,102,153
148,173,237
182,201,244
16,12,1
35,37,175
32,33,7
182,176,131
114,151,213
54,55,21
179,193,245
187,160,45
151,171,226
188,180,121
157,161,126
64,66,24
112,162,215
150,149,93
157,161,125
179,177,129
197,194,149
9,121,11
0,1,1
179,176,131
155,195,254
183,182,138
110,148,206
176,176,130
176,174,126
58,100,153
54,55,16
92,90,36
149,188,250
201,199,159
165,164,114
101,95,54
198,196,156
45,102,163
198,195,164
165,161,112
9,8,4
37,32,17
120,159,214
201,200,162
48,69,131
162,167,135
179,177,129
122,155,218
157,159,117
133,165,231
81,89,129
140,137,86
135,140,89
39,34,9
229,199,228
116,120,173
77,85,125
197,196,158
178,176,128
152,151,100
97,58,0
198,156,113
156,160,119
145,185,250
142,139,88
60,127,202
141,140,89
201,200,162
144,147,98
88,30,24
168,184,237
127,158,227
127,128,88
16,14,3
248,250,250
143,185,244
190,188,148
177,172,127
55,56,22
201,200,162
185,158,124
55,116,184
202,201,163
32,33,7
183,166,157
15,14,0
148,95,216
155,166,228
150,188,252
165,161,112
165,161,112
145,165,230
93,138,219
113,112,54
90,180,234
62,65,26
151,192,255
110,135,185
181,178,134
55,56,24
133,131,131
174,172,124
180,178,137
30,31,5
180,178,137
191,190,152
110,92,105
111,110,54
200,209,253
118,155,213
101,90,100
64,66,24
140,157,214
141,144,95
129,129,129
184,182,134
66,67,23
176,174,126
201,200,162
37,37,7
52,54,18
101,98,43
159,163,128
233,160,98
37,32,17
153,156,111
20,17,2
24,48,18
182,179,135
55,56,22
182,179,135
8,188,6
0,128,0
206,204,170
153,156,111
0,0,0
81,84,34
253,252,254
77,114,188
184,181,136
118,116,116
168,182,235
71,82,120
117,151,217
180,178,137
181,185,173
136,139,83
17,15,4
175,174,123
186,185,141
33,33,9
148,189,251
196,195,167
140,144,95
130,88,83
57,117,187
40,101,157
229,239,246
213,103,109
202,200,165
152,160,123
205,210,255
173,174,124
171,169,121
115,114,110
149,147,207
30,29,1
134,0,133
52,53,19
90,94,88
151,188,238
36,37,17
198,196,161
170,184,237
14,24,12
109,176,31
201,200,162
150,187,255
198,197,159
201,200,162
161,175,224
130,131,111
171,172,122
0,0,0
90,93,38
175,173,125
188,162,146
168,165,114
128,129,85
181,178,134
139,141,89
200,195,162
116,114,60
76,79,30
0,130,100
172,171,121
125,165,217
175,175,129
191,190,152
73,85,125
100,111,73
142,143,93
202,201,163
36,19,186
182,180,132
166,187,249
171,187,234
201,199,164
173,171,123
167,163,114
80,84,65
183,180,136
183,180,136
174,172,131
45,46,12
42,36,183
51,95,136
115,115,67
159,179,234
1,2,0
201,200,162
86,130,191
187,181,140
97,135,189
191,191,143
181,181,133
127,125,154
69,71,25
82,118,188
164,163,113
163,162,112
162,159,121
184,185,141
181,178,134
90,85,146
107,122,232
53,53,17
80,92,132
58,91,136
255,0,128
45,115,185
126,161,211
52,53,19
204,202,168
167,184,240
51,53,17
141,142,92
96,133,191
179,176,131
152,171,24
164,162,114
189,186,148
126,158,229
179,176,131
185,184,140
130,0,126
58,102,155
64,64,46
19,5,241
56,58,22
157,156,112
89,137,215
168,165,114
170,172,130
56,61,22
125,170,221
55,106,168
160,162,120
166,167,127
104,107,58
148,181,231
134,137,92
164,163,107
158,162,120
181,181,135
177,173,124
64,113,169
157,191,227
198,198,158
100,135,199
63,64,24
53,52,18
197,195,161
63,130,199
196,195,157
91,136,217
126,127,88
87,90,34
23,23,5
129,118,128
157,192,255
15,15,0
175,175,129
175,173,125
152,152,200
203,211,255
157,161,126
89,142,222
35,34,8
16,13,8
145,178,217
170,162,109
177,175,127
54,60,19
201,199,159
15,14,4
199,199,159
198,198,158
197,195,160
202,201,163
162,160,112
146,148,96
165,164,114
35,37,7
171,170,119
136,138,102
86,85,34
179,177,129
82,119,193
84,31,18
75,90,129
100,93,154
116,115,65
75,178,235
147,150,101
136,136,136
134,161,57
144,147,98
65,66,22
118,154,218
7,11,0
54,54,18
58,119,185
118,158,210
163,162,112
146,150,121
102,59,156
204,121,153
246,251,250
249,253,178
182,180,132
88,89,39
173,186,238
204,202,167
143,145,93
50,102,162
190,189,139
199,197,162
144,145,95
15,14,0
163,162,112
100,152,223
172,171,121
200,211,255
200,198,163
174,173,123
200,198,163
136,139,90
150,167,230
61,118,179
162,164,128
0,184,1
173,172,122
55,59,23
101,73,49
170,172,120
6,7,3
58,58,18
204,202,168
46,100,153
179,177,129
36,37,3
176,174,126
54,55,21
195,193,152
52,96,143
183,179,138
0,192,1
165,166,124
102,137,203
51,52,18
135,134,83
32,33,7
187,184,146
86,94,147
155,98,220
5,3,3
176,176,130
68,70,28
182,182,134
100,98,97
143,173,230
177,174,129
164,163,113
121,126,124
192,193,151
43,101,76
205,204,170
138,141,92
167,163,114
121,153,212
191,190,152
94,148,219
182,179,135
173,188,234
58,59,19
98,82,53
166,166,120
253,246,243
179,176,132
157,161,126
54,57,18
152,160,123
38,148,206
135,138,93
0,134,245
180,179,135
58,59,19
136,153,20
165,164,114
172,142,95
163,183,231
139,141,89
169,163,118
123,158,224
158,184,231
0,186,0
143,142,86
101,143,202
180,169,117
153,157,121
156,158,112
0,6,1
56,61,22
171,170,119
255,128,0
68,68,20
114,112,77
110,158,216
174,173,129
142,136,93
38,161,81
4,3,0
0,0,255
5,4,0
60,63,18
248,252,253
205,204,170
1,135,105
199,197,162
200,210,250
178,175,130
140,143,94
144,184,249
194,193,155
202,200,165
15,15,0
167,164,113
91,97,150
156,114,39
163,162,112
202,185,176
0,0,0
20,17,2
56,56,56
83,93,133
1,2,0
255,255,255
59,120,188
85,86,36
161,84,145
51,92,141
117,219,214
160,160,114
55,96,145
171,167,119
95,148,221
41,10,231
7,7,7
144,143,87
128,255,0
201,200,162
127,129,87
173,174,130
198,198,158
124,153,107
122,160,214
83,178,133
206,205,171
35,35,5
57,57,33
117,120,70
248,250,250
117,154,222
163,163,115
4,2,1
137,137,91
14,7,188
68,71,26
39,40,6
177,175,127
49,51,15
186,185,134
132,135,86
246,129,122
206,105,97
86,85,29
49,120,187
255,255,255
189,189,143
97,146,220
197,195,160
155,153,153
56,61,22
161,163,121
7,8,4
126,125,97
225,228,236
199,197,163
127,165,219
117,164,226
0,255,255
193,193,153
148,157,221
122,160,214
173,141,100
167,169,123
58,47,234
52,111,167
99,137,191
88,97,135
200,199,161
114,115,65
162,180,227
172,171,121
110,153,216
75,77,31
51,53,17
75,72,34
199,197,162
29,32,16
52,54,24
179,176,132
16,13,0
148,146,92
179,176,131
168,167,116
81,88,27
7,3,9
175,172,127
17,14,0
132,135,80
199,196,165
139,141,89
147,149,97
180,178,130
62,24,238
68,69,25
170,164,119
88,140,216
58,61,22
132,174,221
101,99,64
151,152,150
173,172,122
25,20,0
205,204,170
136,142,89
86,53,214
144,145,95
58,59,25
59,101,146
136,139,90
184,183,139
92,67,247
131,130,80
52,54,18
229,196,231
185,182,137
190,188,140
185,181,140
168,168,120
163,162,112
157,156,105
136,139,90
152,190,254
95,148,221
92,147,216
175,191,233
49,104,155
109,16,101
198,194,153
135,138,89
30,7,0
151,189,253
76,79,30
181,178,133
151,189,237
133,142,92
83,81,27
94,197,192
198,195,157
1,2,0
174,177,122
67,132,193
154,154,114
164,180,223
153,127,110
163,164,114
87,140,220
150,149,98
38,38,8
53,55,19
7,4,0
78,110,185
58,59,19
0,192,0
117,113,94
183,181,133
140,143,104
92,136,219
178,175,130
150,95,218
54,81,215
148,142,197
49,50,41
207,161,153
157,164,131
150,188,252
130,133,88
138,140,88
43,47,12
96,136,211
38,40,11
170,170,124
63,65,23
60,49,35
182,179,135
34,36,7
2,1,0
168,166,112
56,55,41
166,183,239
91,90,40
151,190,252
185,185,145
201,200,162
192,75,46
199,198,160
144,145,95
64,108,161
54,81,215
172,168,120
145,143,89
134,169,219
127,129,87
150,174,234
148,147,91
96,147,227
33,36,20
45,68,130
172,171,121
140,143,94
182,180,132
171,186,235
83,84,34
182,179,134
86,115,184
116,115,57
172,187,236
79,85,130
111,219,243
132,130,250
114,112,58
116,118,72
205,204,170
167,168,126
64,65,21
144,175,120
166,168,122
5,0,0
102,155,222
171,170,119
201,200,162
181,178,133
163,162,112
151,150,99
189,189,141
50,50,14
182,180,132
107,107,83
67,69,27
59,61,25
76,74,39
4,0,0
158,162,120
125,146,173
171,170,120
199,197,162
138,140,88
181,179,131
135,163,227
90,89,39
150,187,255
176,174,126
8,7,3
63,65,23
150,150,102
200,198,163
155,159,123
182,180,126
165,163,115
138,139,89
186,183,139
112,111,53
174,172,124
152,172,230
163,162,112
8,7,3
117,155,209
222,222,222
143,187,250
173,172,122
120,116,67
17,16,2
137,136,80
165,165,117
167,164,113
179,176,132
201,199,164
160,161,117
39,60,45
62,63,21
157,156,98
90,92,40
246,251,250
35,34,8
170,182,224
157,177,218
13,17,6
104,103,45
68,115,169
126,154,208
61,65,24
0,128,0
163,162,112
58,60,24
161,159,105
72,161,128
156,174,239
199,197,162
91,137,215
183,180,135
196,197,158
180,179,135
140,113,93
95,97,151
16,16,0
131,130,74
101,135,194
11,62,48
100,139,201
33,34,8
133,165,230
97,132,198
205,204,170
64,65,23
59,62,23
98,138,196
159,157,103
183,181,133
45,51,16
176,175,125
78,91,129
132,89,22
132,162,227
147,168,22
206,218,224
181,176,131
185,185,139
129,166,218
53,56,24
167,168,112
135,138,89
165,165,117
192,192,152
117,120,65
107,109,63
171,170,120
68,69,25
7,29,124
24,72,43
222,149,81
59,63,22
58,117,179
78,83,128
61,60,46
103,94,90
0,1,0
198,198,158
136,135,91
182,181,143
171,169,121
6,4,0
0,126,97
59,94,144
157,161,125
107,124,227
196,211,255
201,199,164
167,175,234
154,193,255
171,169,121
57,60,44
183,181,133
60,22,236
26,71,115
94,139,206
129,163,229
176,174,126
0,0,255
142,141,85
176,174,180
72,33,18
90,112,148
174,172,124
50,50,14
127,127,127
44,119,98
199,197,162
162,160,112
190,174,167
70,124,189
167,181,234
51,98,149
167,181,233
79,51,205
32,28,17
201,200,162
157,159,107
199,197,162
201,199,168
180,179,135
20,18,0
145,147,101
157,193,253
142,114,97
22,23,3
58,59,19
127,161,215
141,139,85
62,67,22
255,0,128
0,0,1
181,178,134
119,151,216
65,69,27
90,28,12
81,83,53
148,161,223
157,161,126
74,77,28
12,12,0
198,195,164
64,64,64
161,127,33
11,56,37
82,53,210
165,164,114
150,147,96
133,172,224
187,186,142
255,250,183
160,162,110
102,145,212
181,181,135
131,133,91
117,114,116
141,135,98
199,198,160
115,223,247
5,5,0
162,160,112
134,137,87
83,84,40
1,2,0
165,163,115
136,166,231
149,187,252
108,107,51
28,29,19
182,180,132
102,145,224
124,126,180
173,171,123
178,175,130
205,204,170
0,1,0
54,55,21
158,162,127
48,88,136
158,162,127
0,2,179
5,6,2
155,160,121
162,162,116
63,68,23
242,150,137
157,160,115
183,183,137
7,7,1
43,98,155
96,145,219
178,112,183
133,168,224
169,170,128
131,129,81
175,172,127
128,134,93
32,33,7
174,170,129
70,73,24
176,174,126
228,255,255
149,189,254
182,179,135
125,165,218
78,78,64
199,203,151
18,15,1
2,0,179
112,111,53
135,177,224
134,135,101
174,177,128
139,140,90
200,198,163
199,198,160
237,213,201
185,179,136
136,139,90
51,101,154
32,33,7
235,215,74
68,71,26
248,250,250
133,138,93
178,175,131
113,117,170
84,42,0
90,68,247
158,97,219
176,175,125
161,165,130
48,90,143
176,174,126
177,176,126
166,164,116
152,153,103
43,101,77
154,157,101
148,172,232
132,135,96
172,170,122
170,169,119
178,175,130
82,110,181
93,138,219
55,56,22
39,37,19
81,87,128
52,56,21
181,182,140
128,128,128
122,136,194
120,153,222
184,184,138
55,59,23
181,181,133
0,179,2
34,34,4
98,149,222
58,99,148
90,98,151
106,141,207
168,182,235
137,136,78
36,38,8
117,157,216
50,52,16
98,97,39
171,170,119
126,126,126
0,38,139
157,161,125
84,137,218
160,164,122
164,160,112
167,164,113
